,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
750,759,mission: impossible - fallout,4,11,4,30
751,760,venom: let there be carnage,4,11,15,13
752,761,aquaman,4,11,13,4
753,762,star wars: episode iii - revenge of the sith,4,11,13,4
754,763,f9,4,5,4,17
755,764,the lost world: jurassic park,4,11,15,13
756,765,zack snyder's justice league,4,11,13,4
757,766,never say never again,4,11,4,30
758,767,oldeuboi,4,6,3,102
759,768,ghostbusters,4,10,13,111
760,769,sicario,4,5,7,9
761,770,jack reacher,4,3,4,73
762,771,1917,4,6,12,139
763,772,spider-man: into the spider-verse,12,4,11,3
764,773,watchmen,4,6,3,102
765,774,batman begins,4,5,7,9
766,775,thief,4,5,7,9
767,776,mission: impossible,4,11,4,30
768,777,operation fortune: ruse de guerre,4,10,4,155
769,778,the tomorrow war,4,11,7,27
770,779,star trek,4,11,15,13
771,780,aliens,4,11,15,13
772,781,point break,4,5,4,17
773,782,divergent,4,11,3,122
774,783,mission: impossible - dead reckoning - part one,4,11,4,30
775,784,the lord of the rings: the two towers,4,11,7,27
776,785,dunkirk,4,6,14,110
777,786,spider-man: far from home,4,11,15,13
778,787,captain america: the first avenger,4,11,15,13
779,788,kingsman: the secret service,4,11,10,12
780,789,birds of prey and the fantabulous emancipation of one harley quinn,4,11,10,12
781,790,deadpool 2,4,11,10,12
782,791,rogue one,4,11,15,13
783,792,the amazing spider-man,4,11,15,13
784,793,dune: part two,4,11,7,27
785,794,lone survivor,4,16,7,26
786,795,final score,4,6,4,94
787,796,avengers: age of ultron,4,11,15,13
788,797,el camino: a breaking bad movie,4,5,7,9
789,798,the fifth element,4,11,15,13
790,799,transformers,4,11,15,13
791,800,baby driver,4,5,7,9
792,801,wild card,4,5,7,9
793,802,the world's end,4,10,15,126
794,803,star wars: episode vi - return of the jedi,4,11,13,4
795,804,pirates of the caribbean: dead men tell no tales,4,11,13,4
796,805,samrat prithviraj,4,6,14,110
797,806,westworld,4,14,4,29
798,807,the empire strikes back,4,11,13,4
799,808,casino royale,4,11,4,30
800,809,shazam! fury of the gods,4,11,10,12
801,810,sonic the hedgehog,4,11,10,12
802,811,pearl harbor,4,6,14,110
803,812,godzilla vs. kong,4,14,4,29
804,813,the revenant,4,11,7,27
805,814,star wars: episode vii - the force awakens,4,11,15,13
806,815,captain america: civil war,4,11,15,13
807,816,logan,4,6,15,0
808,817,bonnie and clyde,4,16,5,88
809,818,speed,4,11,4,30
810,819,fantastic four,4,11,15,13
811,820,kill bill: vol. 1,4,5,7,9
812,821,star wars: episode ii - attack of the clones,4,11,13,4
813,822,mr. &amp; mrs. smith,4,10,5,2
814,823,big trouble in little china,4,11,10,12
815,824,edge of tomorrow,4,11,15,13
816,825,armageddon,4,11,15,13
817,826,ready player one,4,11,15,13
818,827,starship troopers,4,11,15,13
819,828,natural born killers,4,5,7,9
820,829,tuff turf,4,10,7,129
821,830,les valseuses,4,10,5,2
822,831,red sparrow,4,6,4,94
823,832,the flash,4,11,13,4
824,833,ant-man and the wasp: quantumania,4,11,10,12
825,834,collateral,4,5,7,9
826,835,the fugitive,4,5,7,9
827,836,dune,4,11,15,13
828,837,the heat,4,10,5,2
829,838,big hero 6,12,4,11,3
830,839,get smart,4,11,10,12
831,840,x-men,4,11,15,13
832,841,rush,4,16,7,26
833,842,jungle cruise,4,11,10,12
834,843,star wars: episode viii - the last jedi,4,11,13,4
835,844,black hawk down,4,6,14,110
836,845,the amazing spider-man 2,4,11,15,13
837,846,solo: a star wars story,4,11,15,13
838,847,justice league,4,11,13,4
839,848,the mask,4,10,5,2
840,849,venom,4,11,15,13
841,850,fast x,4,5,3,184
842,851,wonder woman 1984,4,11,13,4
843,852,reign of fire,4,11,13,4
844,853,oblivion,4,11,15,13
845,854,the last castle,4,6,4,94
846,855,the incredibles,12,4,11,3
847,856,wonder woman,4,11,13,4
848,857,wrong place,4,5,4,17
849,858,alita: battle angel,4,11,15,13
850,859,the equalizer,4,5,4,17
851,860,spectre,4,11,4,30
852,861,anek,4,6,4,94
853,862,ant-man,4,11,10,12
854,863,spider-man 3,4,11,15,13
855,864,robocop,4,5,15,84
856,865,captain america: the winter soldier,4,11,15,13
857,866,apocalypto,4,11,7,27
858,867,snowpiercer,4,14,4,29
859,868,rise of the footsoldier: origins,4,5,7,9
860,869,kira &amp; el gin,4,6,14,110
861,870,willow,4,11,7,27
862,871,tropic thunder,4,10,12,111
863,872,pirates of the caribbean: dead man's chest,4,11,13,4
864,873,iron man three,4,11,15,13
865,874,jumanji: the next level,4,11,10,12
866,875,mission: impossible - ghost protocol,4,11,4,30
867,876,the fighter,4,16,7,26
868,877,aquaman and the lost kingdom,4,11,13,4
869,878,baywatch,4,10,5,2
870,879,clash of the titans,4,11,9,116
871,880,the hunger games: the ballad of songbirds and snakes,4,11,7,27
872,881,jurassic park iii,4,11,15,13
873,882,shika no ou,12,4,11,3
874,883,terminator: dark fate,4,11,15,13
875,884,twister,4,11,4,30
876,885,underworld,4,12,4,132
877,886,red dawn,4,6,4,94
878,887,iron man 2,4,11,15,13
879,888,v for vendetta,4,6,15,0
880,889,the karate kid,4,6,9,128
881,890,man of steel,4,11,15,13
882,891,mission: impossible ii,4,11,4,30
883,892,scott pilgrim vs. the world,4,10,13,111
884,893,game night,4,11,10,12
885,894,k.g.f: chapter 2,4,5,7,9
886,895,secret headquarters,4,11,10,12
887,896,beverly hills cop,4,10,5,2
888,897,army of thieves,4,10,5,2
889,898,the magnificent seven,4,11,8,185
890,899,infinite,4,14,4,29
891,900,x-men: apocalypse,4,11,15,13
892,901,the incredible hulk,4,11,15,13
893,902,kong: skull island,4,11,13,4
894,903,ant-man and the wasp,4,11,10,12
895,904,transformers: rise of the beasts,4,11,15,13
896,905,mad max,4,11,15,13
897,906,power rangers,4,11,13,4
898,907,the harder they fall,4,6,8,128
899,908,mission: impossible - rogue nation,4,11,4,30
900,909,hancock,4,6,13,44
901,910,john wick: chapter 3 - parabellum,4,5,4,17
902,911,pirates of the caribbean: on stranger tides,4,11,13,4
903,912,oldboy,4,6,3,102
904,913,x-men: days of future past,4,11,15,13
905,914,american sniper,4,16,7,26
906,915,jumanji: welcome to the jungle,4,11,10,12
907,916,batman returns,4,5,13,171
908,917,shazam!,4,11,10,12
909,918,batgirl,4,11,5,105
910,919,spider-man 2,4,11,15,13
911,920,allied,4,6,0,46
912,921,13 hours,4,6,14,110
913,922,kingsman: the golden circle,4,11,10,12
914,923,tomb raider,4,11,13,4
915,924,war of the worlds,4,11,15,13
916,925,fury,4,6,12,139
917,926,dredd,4,5,15,84
918,927,john carter,4,11,15,13
919,928,commando,4,11,4,30
920,929,den of thieves,4,5,7,9
921,930,21 jump street,4,10,5,2
922,931,strange world,12,4,11,3
923,932,raya and the last dragon,12,4,11,3
924,933,skyfall,4,11,4,30
925,934,the fast and the furious,4,11,5,105
926,935,the longest day,4,6,14,110
927,936,kingdom of heaven,4,11,7,27
928,937,a knight's tale,4,11,0,159
929,938,2012,4,11,15,13
930,939,sherlock holmes,4,11,3,122
931,940,mission: impossible iii,4,11,4,30
932,941,valerian and the city of a thousand planets,4,11,13,4
933,942,in time,4,14,4,29
934,943,tron,4,11,15,13
935,945,the hunger games: catching fire,4,11,7,27
936,946,hot fuzz,4,10,3,122
937,947,pirates of the caribbean: at world's end,4,11,13,4
938,948,men in black,4,11,10,12
939,949,dungeons &amp; dragons: honor among thieves,4,11,13,4
940,950,independence day: resurgence,4,11,15,13
941,951,the maze runner,4,3,15,75
942,952,godzilla: king of the monsters,4,11,13,4
943,953,sky high,4,10,9,116
944,954,the dirty dozen,4,11,12,196
945,955,madame web,4,11,15,13
946,956,the predator,4,11,15,13
947,957,x: first class,4,11,15,13
948,958,enola holmes 2,4,11,5,105
949,959,harry potter and the order of the phoenix,4,11,9,116
950,960,superman,4,11,15,13
951,961,total recall,4,11,15,13
952,962,masters of the universe,4,11,13,4
953,963,mortal kombat,4,11,13,4
954,964,silverado,4,5,7,9
955,965,in the heart of the sea,4,11,17,160
956,966,charlie's angels,4,11,10,12
957,967,john wick: chapter 2,4,5,4,17
958,968,kaithi,4,5,4,17
959,969,kung fu panda,12,4,11,3
960,970,the last of the mohicans,4,11,7,27
961,971,"lock, stock and two smoking barrels",4,10,5,2
962,972,public enemies,4,16,5,88
963,973,furiosa,4,11,15,13
964,974,true lies,4,10,4,155
965,975,upgrade,4,14,4,29
966,976,the rock,4,11,4,30
967,977,only the brave,4,16,7,26
968,978,teenage mutant ninja turtles,4,11,10,12
969,979,sucker punch,4,11,13,4
970,980,star trek beyond,4,11,15,13
971,981,the italian job,4,5,4,17
972,982,kick-ass,4,10,5,2
973,983,the man from u.n.c.l.e.,4,11,10,12
974,985,robin hood: prince of thieves,4,11,7,27
975,986,conan the barbarian,4,11,13,4
976,987,harry potter and the half-blood prince,4,11,9,116
977,988,the legend of tarzan,4,11,7,27
978,989,the punisher,4,5,7,9
979,990,layer cake,4,5,7,9
980,991,hitman's wife's bodyguard,4,10,5,2
981,992,austin powers in goldmember,4,11,10,12
982,994,love and monsters,4,11,10,12
983,995,austin powers: the spy who shagged me,4,11,10,12
984,996,the nice guys,4,10,5,2
985,997,bastille day,4,5,7,9
986,998,snake eyes: g.i. joe origins,4,11,5,105
987,999,batman v superman: dawn of justice,4,11,15,13
988,1000,rollerball,4,14,1,134
989,1001,sherlock holmes: a game of shadows,4,11,3,122
990,1002,king arthur: legend of the sword,4,11,7,27
991,1003,national treasure,4,11,3,122
992,1004,how to train your dragon,12,4,11,3
993,1005,training day,4,5,7,9
994,1006,the warriors,4,5,4,17
995,1007,taken,4,5,4,17
996,1008,predestination,4,6,15,0
997,1009,need for speed,4,5,4,17
998,1010,waterworld,4,11,15,13
999,1011,geostorm,4,14,4,29
1000,1012,transformers: the last knight,4,11,15,13
1001,1013,3:10 to yuma,4,5,7,9
1002,1014,pacific rim,4,11,15,13
1003,1015,the bourne identity,4,3,4,73
1004,1016,shooter,4,6,4,94
1005,1017,the mummy returns,4,11,13,4
1006,1018,terminator genisys,4,11,15,13
1007,1019,fast &amp; furious,4,5,4,17
1008,1020,battleship,4,11,15,13
1009,1021,first blood,4,11,4,30
1010,1022,i am legend,4,6,15,0
1011,1023,sicario: day of the soldado,4,11,5,105
1012,1024,incredibles 2,12,4,11,3
1013,1025,immortals,4,6,13,44
1014,1026,bad boys for life,4,10,5,2
1015,1027,midway,4,6,14,110
1016,1028,fast &amp; furious presents: hobbs &amp; shaw,4,11,4,30
1017,1029,ghost rider,4,12,4,132
1018,1030,face/off,4,5,15,84
1019,1031,into the blue,4,11,5,105
1020,1032,van helsing,4,11,13,4
1021,1033,man on fire,4,5,7,9
1022,1034,napoleon,4,16,7,26
1023,1035,the count of monte cristo,4,11,7,27
1024,1036,blasted,4,10,15,126
1025,1037,mulan,4,11,7,27
1026,1038,mortal engines,4,11,13,4
1027,1039,the expendables,4,11,4,30
1028,1040,dr. no,4,11,4,30
1029,1041,quantum of solace,4,11,4,30
1030,1042,escape from new york,4,11,15,13
1031,1043,okja,4,11,7,27
1032,1044,the chronicles of riddick,4,11,15,13
1033,1045,green lantern,4,11,15,13
1034,1046,children of men,4,6,15,0
1035,1047,mad max 2,4,11,15,13
1036,1048,x-men: the last stand,4,11,15,13
1037,1049,the patriot,4,6,14,110
1038,1050,chaos walking,4,11,13,4
1039,1051,hit the first case,4,5,7,9
1040,1052,kindergarten cop,4,10,5,2
1041,1053,the hitman's bodyguard,4,10,5,2
1042,1054,lucy,4,14,4,29
1043,1055,con air,4,5,4,17
1044,1056,men in black: international,4,11,10,12
1045,1057,kate,4,11,5,105
1046,1058,the mask of zorro,4,11,10,12
1047,1059,homefront,4,5,4,17
1048,1060,the expendables 3,4,11,4,30
1049,1061,looper,4,6,15,0
1050,1062,hercules,4,11,13,4
1051,1063,murder mystery,4,10,5,2
1052,1064,rambo: last blood,4,5,4,17
1053,1065,goldeneye,4,11,4,30
1054,1066,the other guys,4,10,5,2
1055,1067,gravity,4,6,15,0
1056,1068,dora and the lost city of gold,4,11,10,12
1057,1069,the guardian,4,11,7,27
1058,1070,jack reacher: never go back,4,5,7,9
1059,1071,the time machine,4,11,15,13
1060,1072,spy kids,4,11,10,12
1061,1073,red,4,10,5,2
1062,1074,nude nuns with big guns,4,10,4,155
1063,1075,the outpost,4,6,14,110
1064,1076,warcraft,4,11,13,4
1065,1077,way down,4,11,4,30
1066,1078,ocean's eight,4,10,5,2
1067,1079,brahmastra part one: shiva,4,11,13,4
1068,1080,dark phoenix,4,11,15,13
1069,1082,what happened to monday,4,5,13,171
1070,1084,the day after tomorrow,4,11,15,13
1071,1085,stargate,4,11,15,13
1072,1086,star trek into darkness,4,11,15,13
1073,1087,central intelligence,4,10,5,2
1074,1088,planet of the apes,4,11,15,13
1075,1089,rampage,4,11,15,13
1076,1090,kraven the hunter,4,11,15,13
1077,1091,spider-man: across the spider-verse,12,4,11,3
1078,1092,alphas,4,6,4,94
1079,1093,monster hunter,4,11,13,4
1080,1094,robin hood,4,11,7,27
1081,1095,on her majesty's secret service,4,11,4,30
1082,1096,men in black 3,4,11,10,12
1083,1097,highlander,4,11,13,4
1084,1098,transformers: dark of the moon,4,11,15,13
1085,1099,falling down,4,5,7,9
1086,1100,super 8,4,3,15,75
1087,1101,the king's daughter,4,11,9,116
1088,1102,kill bill: vol. 2,4,5,4,17
1089,1103,knight and day,4,11,10,12
1090,1104,rush hour,4,10,5,2
1091,1105,the blues brothers,4,11,10,12
1092,1106,snow white and the huntsman,4,11,7,27
1093,1107,the running man,4,14,4,29
1094,1108,unbroken,4,16,7,26
1095,1109,fast &amp; furious 7,4,5,4,17
1096,1110,miss congeniality 2: armed &amp; fabulous,4,10,5,2
1097,1111,jay and silent bob reboot,4,11,10,12
1098,1112,the fast and the furious: tokyo drift,4,11,5,105
1099,1113,gods of egypt,4,11,13,4
1100,1114,deadpool 3,4,10,15,126
1101,1115,joy ride,4,3,4,73
1102,1116,creed,4,6,1,46
1103,1117,captain phillips,4,16,5,88
1104,1118,borderlands,4,11,10,12
1105,1119,the marksman,4,11,7,27
1106,1120,southpaw,4,5,7,9
1107,1121,wo hu cang long,4,11,7,27
1108,1122,lara croft: tomb raider,4,11,13,4
1109,1123,outlaw king,4,16,7,26
1110,1124,greyhound,4,6,14,110
1111,1125,tomorrow never dies,4,11,4,30
1112,1126,the hunt for red october,4,11,4,30
1113,1127,the lone ranger,4,11,8,185
1114,1128,savages,4,5,7,9
1115,1129,the prey: legend of karnoctus,4,14,4,29
1116,1130,x2,4,14,4,29
1117,1131,serenity,4,11,15,13
1118,1132,the bourne legacy,4,11,4,30
1119,1133,brawl in cell block 99,4,5,7,9
1120,1134,deep blue sea,4,11,15,13
1121,1135,quaid-e-azam zindabad,4,10,7,129
1122,1136,octopussy,4,11,4,30
1123,1137,miss congeniality,4,10,5,2
1124,1138,district 9,4,14,4,29
1125,1139,atlantis: the lost empire,12,4,11,3
1126,1140,logan lucky,4,10,5,2
1127,1141,bumblebee,4,11,15,13
1128,1142,godzilla,4,11,15,13
1129,1143,sherlock holmes 3,4,11,3,122
1130,1144,wyatt earp,4,11,17,160
1131,1145,master and commander: the far side of the world,4,11,7,27
1132,1146,non-stop,4,3,4,73
1133,1147,law abiding citizen,4,5,7,9
1134,1148,tomorrowland,4,11,9,116
1135,1149,terminator salvation,4,11,15,13
1136,1150,logan's run,4,11,15,13
1137,1151,the bourne supremacy,4,3,4,73
1138,1152,pineapple express,4,10,5,2
1139,1153,pokémon: detective pikachu,4,11,10,12
1140,1154,men in black ii,4,11,10,12
1141,1155,days of thunder,4,6,1,46
1142,1156,diamonds are forever,4,11,4,30
1143,1157,how to train your dragon: the hidden world,12,4,11,3
1144,1158,for your eyes only,4,11,4,30
1145,1159,lethal weapon,4,5,4,17
1146,1160,smokin' aces,4,10,5,2
1147,1161,g.i. joe: the rise of cobra,4,11,15,13
1148,1162,the last airbender,4,11,9,116
1149,1163,small soldiers,4,11,10,12
1150,1164,ender's game,4,11,15,13
1151,1165,transformers: age of extinction,4,11,15,13
1152,1166,the ridiculous 6,4,11,10,12
1153,1167,ronin,4,5,4,17
1154,1168,source code,4,6,3,102
1155,1169,equilibrium,4,6,15,0
1156,1170,north by northwest,4,11,3,122
1157,1171,the spy who loved me,4,11,4,30
1158,1172,the book of eli,4,11,7,27
1159,1173,midnight in the switchgrass,4,5,4,17
1160,1174,pain &amp; gain,4,10,5,2
1161,1175,death race,4,14,4,29
1162,1176,the school for good and evil,4,6,13,44
1163,1177,serbuan maut,4,5,4,17
1164,1178,real steel,4,6,15,0
1165,1179,romancing the stone,4,11,10,12
1166,1180,insurgent,4,11,15,13
1167,1181,megamind,12,4,10,104
1168,1182,inferno,4,11,5,105
1169,1183,jack ryan: shadow recruit,4,6,4,94
1170,1184,ava,4,6,4,94
1171,1185,gekijouban jujutsu kaisen 0,12,4,13,20
1172,1186,dick tracy,4,10,5,2
1173,1187,hit,4,5,7,9
1174,1188,the last starfighter,4,11,15,13
1175,1189,the wild bunch,4,11,8,185
1176,1191,the silencing,4,5,3,184
1177,1192,the fate of the furious,4,5,4,17
1178,1193,elysium,4,6,15,0
1179,1194,the guest,4,3,4,73
1180,1195,dirty harry,4,5,4,17
1181,1196,rango,12,4,11,3
1182,1197,eraser,4,5,4,17
1183,1198,kung fu panda 3,12,4,11,3
1184,1199,riddick,4,11,15,13
1185,1200,kick-ass 2,4,10,5,2
1186,1201,a day to die,4,5,7,9
1187,1202,bad boys,4,10,5,2
1188,1203,war for the planet of the apes,4,11,7,27
1189,1204,jumper,4,11,15,13
1190,1205,the league of extraordinary gentlemen,4,11,13,4
1191,1206,air force one,4,6,4,94
1192,1207,the rocketeer,4,11,9,116
1193,1208,the twilight saga: eclipse,4,11,7,27
1194,1209,sin city: a dame to kill for,4,5,4,17
1195,1210,the bodyguard,4,6,2,46
1196,1211,gone in sixty seconds,4,5,4,17
1197,1212,forsaken,4,6,8,128
1198,1213,manyeo,4,3,15,75
1199,1214,rambo: first blood part ii,4,11,4,30
1200,1215,those who wish me dead,4,6,4,94
1201,1216,predators,4,11,15,13
1202,1217,the expendables 2,4,11,4,30
1203,1218,spenser confidential,4,10,7,129
1204,1219,san andreas,4,11,4,30
1205,1220,pixels,4,10,13,111
1206,1221,u.s. marshals,4,5,4,17
1207,1222,king arthur,4,11,7,27
1208,1223,deepwater horizon,4,6,14,110
1209,1224,13 minutes,4,6,4,94
1210,1225,svart krabba,4,11,7,27
1211,1226,the quick and the dead,4,0,4,136
1212,1227,over the top,4,6,1,46
1213,1228,furious 6,4,11,5,105
1214,1229,the lego movie,12,4,11,3
1215,1230,the world is not enough,4,11,4,30
1216,1231,deep impact,4,6,15,0
1217,1232,without remorse,4,8,12,153
1218,1233,beverly hills cop ii,4,10,5,2
1219,1234,licence to kill,4,11,4,30
1220,1235,the hunger games: mockingjay - part 2,4,11,15,13
1221,1236,akira,12,4,7,43
1222,1237,the equalizer 2,4,5,4,17
1223,1238,rocknrolla,4,5,4,17
1224,1239,allegiant,4,11,3,122
1225,1240,goldfinger,4,11,4,30
1226,1241,krull,4,11,13,4
1227,1242,rambo,4,11,4,30
1228,1243,hotel mumbai,4,6,14,110
1229,1244,we can be heroes,4,10,7,129
1230,1245,bronson,4,16,5,88
1231,1246,live and let die,4,11,4,30
1232,1247,fallen,4,5,7,9
1233,1248,die another day,4,11,4,30
1234,1249,g.i. joe: retaliation,4,11,15,13
1235,1250,boss level,4,11,10,12
1236,1251,rat race,4,11,10,12
1237,1252,"i, robot",4,3,15,75
1238,1253,fast five,4,5,4,17
1239,1254,a view to a kill,4,11,4,30
1240,1255,assassin's creed,4,11,15,13
1241,1256,noah,4,11,7,27
1242,1257,bloodsport,4,16,7,26
1243,1258,peter pan &amp; wendy,4,11,10,12
1244,1259,2 fast 2 furious,4,11,5,105
1245,1260,ghost in the shell,4,5,7,9
1246,1261,retfærdighedens ryttere,4,10,7,129
1247,1262,superman returns,4,11,15,13
1248,1263,outlander,4,11,15,13
1249,1264,poseidon,4,11,4,30
1250,1265,the hunger games: mockingjay - part 1,4,11,15,13
1251,1266,flash gordon,4,11,15,13
1252,1267,contraband,4,5,7,9
1253,1268,munich,4,6,14,110
1254,1269,the island,4,14,4,29
1255,1270,attack,4,14,4,29
1256,1271,thunderball,4,11,4,30
1257,1272,dawn of the planet of the apes,4,11,7,27
1258,1273,rise of the planet of the apes,4,6,15,0
1259,1274,everest,4,11,17,160
1260,1275,adrift,4,11,17,160
1261,1276,die in a gunfight,4,10,5,2
1262,1277,friday night lights,4,6,1,46
1263,1278,now you see me 2,4,11,10,12
1264,1279,teenage mutant ninja turtles: out of the shadows,4,11,10,12
1265,1280,national treasure: book of secrets,4,11,3,122
1266,1281,the perfect storm,4,11,7,27
1267,1282,triple 9,4,5,4,17
1268,1283,alexander,4,16,7,26
1269,1284,ghosted,4,11,0,159
1270,1285,the big bird cage,4,5,7,9
1271,1286,awake,4,11,7,27
1272,1287,sahara,4,11,10,12
1273,1288,smokey and the bandit,4,11,10,12
1274,1289,demolition man,4,14,4,29
1275,1290,red sonja,4,11,13,4
1276,1291,the transporter,4,5,4,17
1277,1292,maze runner: the death cure,4,11,15,13
1278,1293,underworld: evolution,4,12,4,132
1279,1294,fool's gold,4,11,10,12
1280,1295,maverick,4,11,10,12
1281,1296,lilo &amp; stitch,4,11,10,12
1282,1297,batman v superman: dawn of justice ultimate edition,4,11,15,13
1283,1298,jolt,4,10,5,2
1284,1299,a history of violence,4,5,7,9
1285,1300,journey 2: the mysterious island,4,11,10,12
1286,1301,per un pugno di dollari,4,6,8,128
1287,1302,end of watch,4,11,5,105
1288,1303,the bourne ultimatum,4,3,4,73
1289,1304,wargames,4,6,15,0
1290,1305,chappie,4,5,7,9
1291,1306,swordfish,4,5,4,17
1292,1307,dragonball evolution,4,11,13,4
1293,1308,the three musketeers,4,11,10,12
1294,1309,transformers: revenge of the fallen,4,11,15,13
1295,1310,the a-team,4,11,4,30
1296,1311,kung fu,4,10,13,111
1297,1312,kung fu panda 2,12,4,11,3
1298,1313,prince of persia: the sands of time,4,11,13,4
1299,1314,angels &amp; demons,4,3,4,73
1300,1315,exodus: gods and kings,4,11,7,27
1301,1316,last action hero,4,11,10,12
1302,1317,hanna,4,11,7,27
1303,1318,g.i. jane,4,6,12,139
1304,1319,escape from l.a.,4,11,15,13
1305,1320,news of the world,4,11,7,27
1306,1321,the guardians of the galaxy holiday special,4,11,10,12
1307,1322,george of the jungle,4,11,10,12
1308,1323,three kings,4,11,10,12
1309,1324,the sum of all fears,4,6,4,94
1310,1325,xxx,4,11,4,30
1311,1326,home alone 3,4,10,5,2
1312,1327,die hard: with a vengeance,4,11,4,30
1313,1328,wicked - part one,4,11,9,116
1314,1329,you only live twice,4,11,4,30
1315,1330,the lego batman movie,12,4,11,3
1316,1331,the do-over,4,11,10,12
1317,1332,out of the furnace,4,5,7,9
1318,1333,cutthroat island,4,11,10,12
1319,1334,how to train your dragon 2,12,4,11,3
1320,1335,underworld: rise of the lycans,4,12,4,132
1321,1336,street fighter,4,11,10,12
1322,1337,the old guard 2,4,11,13,4
1323,1338,47 ronin,4,6,13,44
1324,1339,death wish,4,5,7,9
1325,1340,kaduva,4,6,4,94
1326,1341,streets of fire,4,5,7,9
1327,1342,the huntsman: winter's war,4,11,7,27
1328,1343,cliffhanger,4,11,4,30
1329,1344,sand castle,4,6,12,139
1330,1345,we were soldiers,4,6,14,110
1331,1346,crocodile dundee,4,11,10,12
1332,1347,from russia with love,4,11,4,30
1333,1348,it's a mad mad mad mad world,4,11,10,12
1334,1349,tides,4,11,15,13
1335,1350,miami vice,4,11,5,105
1336,1351,angry birds,12,4,11,3
1337,1352,journey to the center of the earth,4,11,9,116
1338,1353,pan,4,11,10,12
1339,1354,project power,4,5,15,84
1340,1355,push,4,14,4,29
1341,1356,snakes on a plane,4,11,5,105
1342,1357,desperado,4,5,4,17
1343,1358,captain america 4,4,11,15,13
1344,1359,wild wild west,4,10,15,126
1345,1360,enemy at the gates,4,6,12,139
1346,1361,chronicle,4,6,15,0
1347,1362,domino,4,16,5,88
1348,1363,vikram vedha,4,5,7,9
1349,1364,pacific rim: uprising,4,11,15,13
1350,1365,bloodshot,4,11,15,13
1351,1366,conan the destroyer,4,11,13,4
1352,1367,the living daylights,4,11,4,30
1353,1368,innerspace,4,11,10,12
1354,1369,devotion,4,6,12,139
1355,1370,never back down,4,6,1,46
1356,1371,akinjeon,4,5,4,17
1357,1372,the chronicles of narnia: prince caspian,4,11,9,116
1358,1373,white house down,4,6,4,94
1359,1374,blue beetle,4,11,15,13
1360,1375,deja vu,4,5,15,84
1361,1376,the cannonball run,4,10,1,77
1362,1377,the ice road,4,11,4,30
1363,1378,colombiana,4,6,4,94
1364,1379,jupiter ascending,4,11,15,13
1365,1380,bright,4,12,4,132
1366,1381,the big doll house,4,6,4,94
1367,1382,loin du périph,4,10,5,2
1368,1383,the man with the golden gun,4,11,4,30
1369,1384,the next three days,4,5,7,9
1370,1385,moonraker,4,11,15,13
1371,1387,the french connection,4,5,7,9
1372,1388,tank girl,4,10,15,126
1373,1389,s.w.a.t.,4,11,5,105
1374,1390,super,4,10,5,2
1375,1391,the losers,4,11,10,12
1376,1392,22 jump street,4,10,5,2
1377,1393,kung fury: the movie,4,10,5,2
1378,1394,the great wall,4,11,13,4
1379,1395,the saint,4,11,0,159
1380,1396,the adventures of sharkboy and lavagirl 3-d,4,11,10,12
1381,1397,9,12,4,11,3
1382,1398,ghostbusters ii,4,10,13,111
1383,1399,ip man,4,16,7,26
1384,1400,in the line of fire,4,5,7,9
1385,1401,the interview,4,11,10,12
1386,1402,spy game,4,5,4,17
1387,1403,mighty morphin power rangers: the movie,4,11,9,116
1388,1404,star trek ii: the wrath of khan,4,11,15,13
1389,1405,superhero movie,4,10,15,126
1390,1406,the warriorr,4,5,7,9
1391,1407,knowing,4,3,15,75
1392,1408,thunder force,4,11,10,12
1393,1409,hitman,4,5,4,17
1394,1410,takers,4,5,4,17
1395,1411,mad max beyond thunderdome,4,11,15,13
1396,1412,maze runner: the scorch trials,4,11,15,13
1397,1413,shoot 'em up,4,10,4,155
1398,1414,the dark tower,4,11,13,4
1399,1415,"10,000 bc",4,11,7,27
1400,1416,against all odds,4,11,5,105
1401,1417,body of lies,4,6,4,94
1402,1418,clear and present danger,4,5,7,9
1403,1419,jungle,4,11,17,160
1404,1420,the electric state,4,11,7,27
1405,1421,midnight run,4,10,5,2
1406,1422,the life aquatic with steve zissou,4,11,10,12
1407,1423,khuda haafiz,4,5,7,9
1408,1424,the net,4,5,7,9
1409,1425,sweet girl,4,6,4,94
1410,1426,ghost rider: spirit of vengeance,4,12,4,132
1411,1427,crank,4,5,4,17
1412,1428,wild hogs,4,11,10,12
1413,1429,æon flux,4,11,15,13
1414,1430,guns akimbo,4,10,5,2
1415,1431,beverly hills cop iii,4,10,5,2
1416,1432,dante's peak,4,11,4,30
1417,1433,the iron giant,12,4,11,3
1418,1434,wolf hound,4,11,12,196
1419,1435,taxi,4,10,5,2
1420,1436,once upon a time in mexico,4,5,4,17
1421,1437,batoru rowaiaru,4,11,7,27
1422,1438,superman ii,4,11,15,13
1423,1439,clean,4,5,7,9
1424,1440,xxx: return of xander cage,4,11,4,30
1425,1441,speed 2: cruise control,4,11,5,105
1426,1442,mechanic: resurrection,4,11,5,105
1427,1443,cobra,4,5,4,17
1428,1444,howard the duck,4,11,10,12
1429,1445,grimsby,4,11,10,12
1430,1446,gangster squad,4,5,7,9
1431,1448,the man in the iron mask,4,11,7,27
1432,1449,the last dragon,4,10,7,129
1433,1450,3 days to kill,4,6,4,94
1434,1451,machete kills,4,5,4,17
1435,1452,the sea beast,12,11,10,7
